Youtuber,Title,Published_date,Views,Likes,Comments
randomfrankp,The 61g Razer Viper Mini - What's NEW?,2020-03-04,506130,13754,1038
randomfrankp,Room Tour Project 205 - BEST Gaming Setups!,2020-03-01,268439,7529,347
randomfrankp,Revisiting Razer’s FIRST Gaming Mouse - The Boomslang!,2020-02-29,1965222,47683,2533
randomfrankp,NZXT H1 Full Review + Thermals!,2020-02-28,249912,5274,478
randomfrankp,NZXT H1 Case - PC Build w/ Ryzen 3950X & RTX 2080 Ti,2020-02-25,537332,13609,980
randomfrankp,These Mouse Pads are Game Changers...,2020-02-22,824145,18572,1258
randomfrankp,I was WRONG about the Razer Basilisk Ultimate,2020-02-21,987280,20727,1597
randomfrankp,Room Tour Project 204 - BEST Gaming Setups!,2020-02-16,230143,6781,349
randomfrankp,Room Tour Project 203 - Clean & Minimal Setups!,2020-02-09,435767,11368,462
randomfrankp,My Dream ITX Case makes me drool.,2020-02-08,1298726,26851,1241
randomfrankp,Cool Tech Under $50 - February!,2020-02-01,635595,22986,2774
randomfrankp,SteelSeries Rival 3 Review! The $30 Light Gaming Mouse!,2020-01-31,401676,9402,713
randomfrankp,Room Tour Project 202 - BEST Gaming Setups!,2020-01-26,722541,15957,748
randomfrankp,Ducky Mecha Mini vs Durgod Venus - Battle of the Metal Mechs!,2020-01-25,201294,5536,482
randomfrankp,Firecuda Gaming Dock Review!,2020-01-24,300002,9276,564
randomfrankp,Room Tour Project 201 - BEST Gaming Setups!,2020-01-19,167328,5598,283
randomfrankp,You Need the D - Glorious Model D Review!,2020-01-14,779504,22111,1919
randomfrankp,Cool Tech Under $50 - January!,2020-01-11,876368,25988,970
randomfrankp,What's new with the Corsair K95 Platinum XT?,2020-01-10,333330,7603,722
randomfrankp,Room Tour Project 200 - Clean & Minimal Setups ft. MKBHD,2020-01-05,369190,12679,555
randomfrankp,My 2020 INSANE Gaming Setup / Studio Tour!,2020-01-04,1433717,29210,1582
randomfrankp,Room Tour Project 199 - BEST Gaming Setups of 2019!,2019-12-29,607850,11707,736
randomfrankp,Ditching My New PC After 1 Month?,2019-12-28,140920,6009,564
randomfrankp,Top 5 Gaming Monitors of 2019!,2019-12-21,652820,14876,1164
randomfrankp,I Built the Xbox Series X as a PC,2019-12-20,612206,15912,2253
randomfrankp,Room Tour Project 198 - BEST Gaming Setups!,2019-12-15,207242,6564,461
randomfrankp,My Fav Tech from 2019 (That I Didn't Show You),2019-12-14,293562,8523,462
randomfrankp,My Black Friday Tech Haul Unboxing! #7,2019-12-13,284357,8248,375
randomfrankp,Find the PERFECT Gaming Mouse for Your Hand! Zowie Mouse Fitting Kit,2019-12-09,565107,14482,1288
randomfrankp,10 Cool Tech Under $50 for 2019 - Holiday Edition!,2019-12-08,952233,28573,924
randomfrankp,Cool Tech Under $50 - December!,2019-12-07,2475075,63961,1495
randomfrankp,Unboxing the 2019 Razer Holiday Bundle!,2019-12-06,426165,9723,770
randomfrankp,My 2019 Tech Bag ft. HP Spectre x360,2019-12-04,110748,1602,106
randomfrankp,Room Tour Project 197 - Clean & Minimal Setups!,2019-12-01,433324,12371,798
randomfrankp,Customize Your Gaming Mouse with 7 Cheap Mods!,2019-11-30,1546633,36418,1166
randomfrankp,Switch it Up: Custom Keyboards #4,2019-11-27,109629,3293,313
randomfrankp,Top 5 Gaming Keyboards 2019!,2019-11-24,2061868,37691,2417
randomfrankp,Top 5 Gaming Headsets 2019!,2019-11-23,1675434,28946,2174
randomfrankp,Top 5 Gaming Mice 2019!,2019-11-22,2174687,47250,2797
randomfrankp,Top 5 Gaming/Streaming Microphones 2019!,2019-11-21,1442525,33434,1735
randomfrankp,Room Tour Project 196 - BEST Gaming Setups!,2019-11-17,557322,13314,471
randomfrankp,IT'S DONE! My New Gaming/Editing PC Reveal,2019-11-15,159814,5899,506
randomfrankp,Room Tour Project 195 - Chill Gaming Setups!,2019-11-10,199089,6044,300
randomfrankp,"The Best Gaming Headsets aren't ""Gaming"" Headsets",2019-11-09,1098705,18260,1322
randomfrankp,Building a New Gaming PC! i9-9900KS + RTX 2080Ti Update,2019-11-08,242882,9724,1119
randomfrankp,Room Tour Project 194 - BEST Gaming Setups!,2019-11-03,304524,8201,507
randomfrankp,Cool Tech Under $50 - November!,2019-11-02,1122479,35727,1587
randomfrankp,Building a KBD Pebble Custom Keyboard + Laseron Switches!,2019-11-01,459646,10697,536
randomfrankp,Room Tour Project 193 - Clean & Minimal Setups!,2019-10-27,409849,10701,435
randomfrankp,Room Tour Project 192 - BEST Gaming Setups!,2019-10-20,344030,8660,464
randomfrankp,Best 144Hz Monitor for the Price? LG 27GL850-B Review!,2019-10-19,512636,9861,957
randomfrankp,Best Wireless Gaming Mouse Ever? Razer Viper Ultimate Review!,2019-10-18,879357,20199,1518
randomfrankp,The 66g Roccat Kone Pure Ultra Mouse Review!,2019-10-17,86735,2327,216
randomfrankp,Switch it Up: Custom Keyboards #3,2019-10-13,247878,7068,343
randomfrankp,Which Razer Keyboard Switch is Right for You?,2019-10-11,1692903,32963,2284
randomfrankp,This Laptop is a 240Hz Beast. ASUS ROG SCAR III Laptop Review!,2019-10-06,323415,7088,567
randomfrankp,Cool Tech Under $50 - October!,2019-10-05,801652,26432,4168
randomfrankp,Logitech G Pro X Keyboard Review! Bring on the Mech.,2019-10-04,671157,11836,941
randomfrankp,NEW Logitech G604 Lightspeed Mouse Review!,2019-09-30,351780,6671,702
randomfrankp,Room Tour Project 191 - BEST Gaming Setups!,2019-09-29,279011,6609,343
randomfrankp,Elgato Sent Me Secret Streaming Gear...,2019-09-27,76807,3040,169
randomfrankp,Room Tour Project 190 - Clean & Minimal Setup Edition!,2019-09-22,256137,6398,280
randomfrankp,G-Wolves Hati 60g Mouse Review - You Need to Know About This!,2019-09-21,249865,5994,583
randomfrankp,Room Tour Project 189 - Budget Setup Edition!,2019-09-15,163515,5163,440
randomfrankp,This is LEGIT. Razer Huntsman TE Keyboard Review,2019-09-14,1397604,28620,2257
randomfrankp,Room Tour Project 188 - BEST Gaming Setups!,2019-09-08,272906,6797,432
randomfrankp,Cool Tech Under $50 - September!,2019-09-07,774020,23476,3498
randomfrankp,Why the Finalmouse Ultralight 2 isn't for ME.,2019-09-06,190378,5618,594
randomfrankp,Model O- Mouse Review! 58g of Tiny,2019-09-05,305425,8112,713
randomfrankp,Room Tour Project 187 - BEST Gaming Setups!,2019-09-01,368598,9234,698
randomfrankp,Building a PC vs Buying Prebuilts - NZXT BLD Starter PC Benchmarks & Review,2019-08-31,310569,10149,809
randomfrankp,"I Paid $430 for $2,580 Worth of MYSTERY TECH! Amazon Returns Pallet Unboxing!",2019-08-25,1222038,17189,1601
randomfrankp,Woah...Logitech G915 Lightspeed Keyboard Review!,2019-08-24,668801,13161,1375
randomfrankp,Corsair K57 RGB Wireless Keyboard Review - A Hard Pass?,2019-08-23,254537,5326,631
randomfrankp,Switch it Up: Custom Keyboards #2,2019-08-18,528437,12753,629
randomfrankp,"I Paid $380 for $1,760 Worth of MYSTERY TECH! Amazon Returns Pallet Unboxing!",2019-08-17,770545,13545,869
randomfrankp,10 Cool Back to School Tech! (Under $100),2019-08-16,1303139,38164,1184
randomfrankp,Room Tour Project 186 - CRAZY Gaming Setup Edition!,2019-08-11,1055850,25690,1191
randomfrankp,My Minimal Desk Setup Tour 2019!,2019-08-10,511705,11414,729
randomfrankp,Razer Viper Mouse Review - 69 grams of Niceee!,2019-08-05,450197,12174,1623
randomfrankp,Room Tour Project 185 - Clean & Minimal Setup Edition!,2019-08-04,228197,7102,371
randomfrankp,Cool Tech Under $50 - August!,2019-08-03,942686,27048,1114
randomfrankp,Building My $680 Custom Mechanical Keyboard!,2019-08-02,1806640,45140,4439
randomfrankp,Room Tour Project 184 - BEST Gaming Setups!,2019-07-28,2099548,39576,1367
randomfrankp,The Forgotten 52g Gaming Mouse!,2019-07-27,252746,7249,446
randomfrankp,My Prime Day Unboxing Haul! #6,2019-07-24,279982,8549,654
randomfrankp,Room Tour Project 183 - BEST Gaming Setups!,2019-07-21,189568,5723,297
randomfrankp,1 Keyboard With ALL DIFFERENT Switches!,2019-07-19,1760004,40641,2035
randomfrankp,Room Tour Project 182 - Clean & Minimal Setup Edition!,2019-07-14,346349,8371,410
randomfrankp,Logitech G Pro X Headset Review - OH BABY!,2019-07-10,1198722,23798,2161
randomfrankp,Switch it Up: Custom Keyboards,2019-07-07,415109,13039,891
randomfrankp,Cool Tech Under $50 - July!,2019-07-06,905165,24859,1799
randomfrankp,Room Tour Project 181 - BEST Gaming Setups ft. Brandon Taylor,2019-06-30,232858,6796,349
randomfrankp,Cool Tech Under $100!,2019-06-29,573409,13867,556
randomfrankp,Unboxing the Oculus Rift S!,2019-06-24,59775,2120,230
randomfrankp,My 3 Favorite 60% Keyboards,2019-06-23,1948168,36286,1376
randomfrankp,NEW SteelSeries Apex Pro Keyboard Review!,2019-06-21,1973556,34414,1918
randomfrankp,Room Tour Project 180 - Budget Edition! [Razer Rescue],2019-06-16,178099,5212,481
randomfrankp,Unboxing Razer's MERCURY Peripherals!,2019-06-15,664287,16395,825
randomfrankp,Razer Made a Gaming Drink!? Razer Respawn Taste Test,2019-06-10,1685380,51248,4851
randomfrankp,Room Tour Project 179 - Clean & Minimal Setup Edition!,2019-06-09,1007347,21051,806
randomfrankp,The $50 Razer Kraken X Headset Review!,2019-06-08,1475090,33750,2515
randomfrankp,New 2019 Astro A40 TR + MixAmp Pro Review!,2019-06-07,780689,11183,1235
randomfrankp,Room Tour Project 178 - BEST Gaming Setups!,2019-06-02,188213,5625,365
randomfrankp,Cool Tech Under $50 - June!,2019-06-01,954161,27011,2321
randomfrankp,Room Tour Project 177 - BEST Gaming Setups!,2019-05-26,218946,5976,398
randomfrankp,Building A Minimal PC Like You've Never Seen! Motif Monument,2019-05-25,866517,22022,1456
randomfrankp,My Minimal Tech EDC,2019-05-24,495577,10893,493
randomfrankp,Mouse Comparison! Model O vs Finalmouse Ninja Air58,2019-05-20,1664306,40960,3226
randomfrankp,Room Tour Project 176 - LAPTOP Setup Edition!,2019-05-19,185769,4789,345
randomfrankp,The $50 FPS BEAST! Glorious Model O Mouse Review!,2019-05-18,1746103,40416,2714
randomfrankp,"New 2019 LG NanoCell TV! 4K + 75""",2019-05-17,183356,3428,326
randomfrankp,Room Tour Project 175 - BEST Gaming Setups!,2019-05-12,245123,6976,391
randomfrankp,My Ultimate Portable LAN Gaming Setup + Benchmarks!,2019-05-11,748691,19774,1347
randomfrankp,IT'S HERE! Logitech G502 Lightspeed Review!,2019-05-08,806540,18571,1807
randomfrankp,Room Tour Project 174 - BEST Gaming Setups!,2019-05-05,132063,4322,442
randomfrankp,Cool Tech Under $50 - May!,2019-05-04,949306,31591,3933
randomfrankp,Building a WALL OF MECHANICAL KEY SWITCHES!,2019-05-03,150407,5960,472
randomfrankp,The RETURN of the Q&A! RandomQuestions #5,2019-05-02,22275,1628,158
randomfrankp,Room Tour Project 173 - Single Monitor Gaming Setups!,2019-04-28,143171,4253,270
randomfrankp,WTF is the Neon Advance?!,2019-04-27,59154,2218,192
randomfrankp,NEW Steelseries Arctis 9X Wireless Headset Review!,2019-04-24,403034,9033,1103
randomfrankp,Room Tour Project 172 - BEST Gaming Setups!,2019-04-21,165559,4941,346
randomfrankp,Building ANOTHER NEW Setup?! DIY Vlog,2019-04-20,92285,3845,325
randomfrankp,Astro C40 TR Controller Review - Is it Worth It?,2019-04-12,647381,11494,1251
randomfrankp,The Return of my Random Tech Haul! #5,2019-04-08,145531,4254,366
randomfrankp,Room Tour Project 171 - Clean & Minimal Setup Edition!,2019-04-07,605858,12554,489
randomfrankp,Cool Tech Under $50 - April!,2019-04-06,971064,29881,5402
randomfrankp,Razer Turret Review - The Xbox One & PC Wireless Combo,2019-04-05,823393,12375,1241
randomfrankp,Room Tour Project 170 - BEST Gaming Setups!,2019-03-31,138295,4256,308
randomfrankp,Building A Console-Sized Gaming PC! The Sentry 2.0,2019-03-30,181534,6379,497
randomfrankp,"I Paid $330 for $2,140 Worth of MYSTERY TECH! Amazon Returns Pallet Unboxing!",2019-03-29,521828,8780,612
randomfrankp,THIS IS IT CHIEF. HyperX Quadcast Microphone Review,2019-03-25,1502080,40967,2104
randomfrankp,Room Tour Project 169 (nice) - BEST Gaming Setups!,2019-03-24,170782,5230,423
randomfrankp,Cooler Master MK850 Keyboard Review!,2019-03-23,145684,3710,281
randomfrankp,Room Tour Project 168 - BEST Gaming Setups!,2019-03-17,141635,4403,301
randomfrankp,Unboxing Razer's 2019 Gaming Lineup!,2019-03-15,267132,7288,515
randomfrankp,Room Tour Project 167 - Clean & Minimal Setup Edition!,2019-03-10,551037,13504,676
randomfrankp,"I Paid $305 for $1,985 Worth of MYSTERY TECH! Amazon Returns Pallet Unboxing!",2019-03-09,820724,13172,1375
randomfrankp,Corsair K83 Wireless Keyboard Review!,2019-03-08,314641,6062,459
randomfrankp,Using Nvidia G-SYNC on AMD Freesync Monitors - Tutorial,2019-03-06,582016,15620,1159
randomfrankp,Room Tour Project 166 - BEST Gaming Setups!,2019-03-03,169239,4828,383
randomfrankp,Cool Tech Under $50 - March!,2019-03-02,904148,29811,4548
randomfrankp,Upgrading my Gaming Monitors! Setup Vlog.6,2019-03-01,160629,5854,829
randomfrankp,"Logitech, Please STOP! G935 Wireless Headset Review",2019-02-27,617494,8510,2130
randomfrankp,Room Tour Project 165 - BEST Gaming Setups!,2019-02-24,181433,4767,373
randomfrankp,Can This Mouse DETHRONE the G502? MM830 Review!,2019-02-22,148552,3862,800
randomfrankp,"Checking out the 2-in-1 LG gram 14"" & 17"" Laptops",2019-02-18,119719,2395,205
randomfrankp,Room Tour Project 164 - BUDGET Setup Edition!,2019-02-17,252110,5846,552
randomfrankp,Room Tour Project 163 - Clean & Minimal Setup Edition!,2019-02-10,280894,8064,444
randomfrankp,Ducky One 2 Mini RGB Keyboard Review!,2019-02-09,3384121,51967,2866
randomfrankp,IT'S HERE! Setup Vlog.5 + Giveaway!,2019-02-08,53701,3464,568
randomfrankp,Room Tour Project 162 - BEST Gaming Setups!,2019-02-03,235788,6580,722
randomfrankp,Cool Tech Under $50 - February!,2019-02-02,929732,24785,4535
randomfrankp,5 Mechanical Gaming Keyboards Under $50!,2019-02-01,2631685,56379,2958
randomfrankp,Room Tour Project 161 - BEST Gaming Setups!,2019-01-27,185966,5118,327
randomfrankp,Is the Ninja Air58 Worth the Hype? THE TRUTH,2019-01-25,795500,21921,2617
randomfrankp,Room Tour Project 160 - BEST Gaming Setups!,2019-01-20,258048,6428,392
randomfrankp,Thank You ALL for 1 Million Subs!,2019-01-18,48742,5129,683
randomfrankp,Our 2019 House Tour!,2019-01-12,122832,5189,521
randomfrankp,"New LG ""UltraGear"" Gaming Monitors + CRAZY TV WALL",2019-01-10,56061,2032,106
randomfrankp,Corsair is CHANGING RGB as we know it!,2019-01-10,63266,2268,201
randomfrankp,You're Going to Want This from CoolerMaster,2019-01-09,156098,4278,364
randomfrankp,Razer Booth @ CES 2019 - What's New?,2019-01-09,77686,2716,252
randomfrankp,Best Lights for Streaming? Elgato Key Light Review!,2019-01-07,194669,4250,452
randomfrankp,Room Tour Project 159 - BEST Gaming Setups!,2019-01-06,318437,9036,891
randomfrankp,My INSANE 2019 Gaming Setup / Studio Tour!,2019-01-05,1650560,33179,3332
randomfrankp,Cool Tech Under $50 - January!,2019-01-04,1085304,39403,6117
randomfrankp,Gaming with RTX: Real-Time Ray Tracing In Battlefield V,2019-01-03,44687,1560,207
randomfrankp,Room Tour Project 158 - TOP 10 Gaming Setups of 2018!,2018-12-29,689222,8680,390
randomfrankp,Room Tour Project 157 - BEST Gaming Setups!,2018-12-23,137060,4139,396
randomfrankp,"Building a CRAZY $3,548.95 RTX Gaming PC!",2018-12-22,205456,7270,872
randomfrankp,Razer Holiday Bundle 2018 Unboxing!,2018-12-21,533314,9285,941
randomfrankp,The Setup is FINALLY Coming Together! Vlog.4,2018-12-20,121619,5099,620
randomfrankp,Room Tour Project 156 - BEST Gaming Setups ft. Gamesky,2018-12-16,135649,4173,342
randomfrankp,Cool Tech Under $25 - December!,2018-12-10,483113,11844,422
randomfrankp,Cool Tech Under $100 - December!,2018-12-09,455824,10391,552
randomfrankp,Room Tour Project 155 - BEST Gaming Setups!,2018-12-09,457660,8449,540
randomfrankp,10 Cool Tech Under $50 for 2018 - Holiday Edition!,2018-12-08,1371797,34371,1161
randomfrankp,Cool Tech Under $50 - December!,2018-12-07,558399,12603,552
randomfrankp,Room Tour Project 154 - BEST Gaming Setups!,2018-12-02,130915,4082,366
randomfrankp,Wireless Gaming Mic?! ModMic Wireless Review,2018-12-01,164557,4152,553
randomfrankp,HyperX Alloy Core RGB Keyboard Review!,2018-11-30,690577,11816,1338
randomfrankp,The Setup Vlog That Shouldn't Exist! #3,2018-11-29,76616,3706,315
randomfrankp,Top 5 Gaming Headsets 2018!,2018-11-26,1826299,28707,2347
randomfrankp,Room Tour Project 153 - BEST Gaming Setups!,2018-11-25,136220,5610,462
randomfrankp,Top 5 Gaming Mice 2018!,2018-11-24,2026699,29391,2918
randomfrankp,Top 5 Gaming Keyboards 2018!,2018-11-23,1405750,21231,1763
randomfrankp,Room Tour Project 152 - BEST Gaming Setups!,2018-11-18,159115,4676,340
randomfrankp,Razer Blackwidow Lite Keyboard Review!,2018-11-17,681847,12134,1157
randomfrankp,Better for Building a PC? Black Friday vs Cyber Monday Deals,2018-11-15,169530,3857,429
randomfrankp,Room Tour Project 151 - BUDGET Setup Edition!,2018-11-11,134920,4010,430
randomfrankp,Building the New YouTube Gaming Setup # 2 - Entertainment Setup!,2018-11-10,145763,5576,339
randomfrankp,HyperX Cloud MIX Gaming Headset Review,2018-11-09,335700,7168,709
randomfrankp,Cool Tech Under $50 - November!,2018-11-03,641815,13842,488
randomfrankp,Building the New YouTube Gaming Setup #1,2018-11-01,294817,8623,754
randomfrankp,Room Tour Project 150 - BEST Gaming Setups!,2018-10-28,133121,4420,365
randomfrankp,"I Paid $262 for $2,258 Worth of MYSTERY TECH! Amazon Returns Pallet Unboxing!",2018-10-27,724818,9429,970
randomfrankp,Checking out the LOW PROFILE Corsair K70 RGB Mk.2 Gaming Keyboard!,2018-10-26,298456,5139,544
randomfrankp,NEW STUDIO TOUR! WE BOUGHT A HOUSE!,2018-10-22,122835,7278,1292
randomfrankp,Room Tour Project 149 - Single Monitor Setup Edition!,2018-10-21,169280,4847,411
randomfrankp,Microsoft Surface Laptop 2 Review!,2018-10-20,327583,4108,382
randomfrankp,Room Tour Project 148 - BEST Gaming Setups!,2018-10-14,149964,3906,364
randomfrankp,Razer Ifrit Streaming Mic Review - An Easier Solution?,2018-10-10,94817,2302,307
randomfrankp,Room Tour Project 147 - BEST Gaming Setups!,2018-10-07,139808,4432,517
randomfrankp,"I Paid $490 for $4,733 Worth of MYSTERY TECH! Amazon Returns Pallet Unboxing!",2018-10-06,3140820,31537,4019
randomfrankp,Cool Tech Under $100 - October!,2018-10-05,959005,21948,730
randomfrankp,Razer Blackwidow Elite Keyboard Review!,2018-10-04,1303857,21326,1670
randomfrankp,Room Tour Project 146 - BEST Gaming Setups! 🔥RAPID-FIRE EDITION 🔥,2018-09-30,133089,4360,352
randomfrankp,This is THE BEST Controller Ever! Scuf Vantage Review,2018-09-29,105904,2855,575
randomfrankp,FEEL Your Games! Razer Nari Ultimate Headset First Impressions,2018-09-28,236727,5812,720
randomfrankp,Gigabyte Sent Me Some PC Tech....MASSIVE MYSTERY UNBOXING!,2018-09-27,162093,5751,719
randomfrankp,3D Printing That's Finally WORTH IT! SparkMaker 3D Review,2018-09-24,99708,2965,323
randomfrankp,Room Tour Project 145 - DUAL GAMING SETUPS Edition!,2018-09-23,130293,3753,295
randomfrankp,5 Cheap Tips To Improve Your Gaming / Desk Setup! v3,2018-09-20,1712947,42933,844
randomfrankp,Room Tour Project 144 - BEST Gaming Setups!,2018-09-16,178640,4257,316
randomfrankp,Massdrop CTRL Keyboard Review - The Board for Everyone!,2018-09-15,342251,6590,639
randomfrankp,"I Paid $475 for $3,473 Worth of MYSTERY TECH! Amazon Returns Pallet Unboxing!",2018-09-14,3673369,34820,4818
randomfrankp,INSTANTLY Improve Your Setup Wallpaper!,2018-09-10,209635,7420,487
randomfrankp,Room Tour Project 143 - BEST Gaming Setups!,2018-09-09,206207,5356,458
randomfrankp,NEW Logitech G502 Hero Review!,2018-09-05,1910390,35344,3284
randomfrankp,Room Tour Project 142 - Single Monitor / Clean Setups Edition,2018-09-02,193120,5816,743
randomfrankp,Cool Tech Under $50 - September!,2018-09-01,581745,15327,2739
randomfrankp,"I Paid $470 for $2,200 Worth of MYSTERY TECH! Amazon Returns Unboxing!",2018-08-30,1207820,23048,2112
randomfrankp,Room Tour Project 141 - BEST Gaming Setups!,2018-08-26,225587,5723,394
randomfrankp,Building a New PC and DAYUM it’s Nice,2018-08-25,435030,9483,1034
randomfrankp,Razer Nommo Pro Speakers Review - Get Blown Away!,2018-08-24,239861,4738,618
randomfrankp,Room Tour Project 140 - BEST Gaming Setups!,2018-08-19,252680,6261,479
randomfrankp,The Slim Mechanical Keyboard WE DESERVE! Hexgears X1 Review,2018-08-17,473970,10073,816
randomfrankp,"I Paid $250 for $1,932 Worth of MYSTERY TECH! Amazon Returns Pallet Unboxing!",2018-08-13,9398632,144028,14372
randomfrankp,Room Tour Project 139 - LAPTOP Setup Edition!,2018-08-12,324249,6823,331
randomfrankp,AWESOME Back to School Tech 2018!,2018-08-10,735530,17641,919
randomfrankp,Room Tour Project 137 - BEST Gaming Setups!,2018-08-05,238510,6773,453
randomfrankp,What's In My Tech Bag? Summer 2018!,2018-08-04,96637,3083,244
randomfrankp,Cool Tech Under $50 - August!,2018-08-03,1029687,27576,3995
randomfrankp,Can You Cook an Egg on the New i9 MacBook Pro?,2018-07-31,320375,7215,900
randomfrankp,Room Tour Project 136 - BUDGET Setup Edition!,2018-07-29,172496,4507,470
randomfrankp,Customizing My Favorite Keyboard to be CRAZY CLICKY!,2018-07-27,1724125,29786,1707
randomfrankp,NEW Elgato Stream Deck Mini - Review!,2018-07-24,345648,7632,405
randomfrankp,Room Tour Project 135 - BEST Gaming Setups!,2018-07-22,136565,4570,394
randomfrankp,5 Mobile Gaming Gadgets Under $50!,2018-07-21,188793,4476,320
randomfrankp,My Massive Amazon Prime Day Haul! #4,2018-07-20,240965,6172,492
randomfrankp,Room Tour Project 134 - BEST Gaming Setups! Single Monitor Edition,2018-07-15,206713,4802,291
randomfrankp,Razer Huntsman Elite vs Corsair K95 Platinum RGB Keyboard Comparison!,2018-07-14,1874712,27154,3110
randomfrankp,Cool Tech Under $25 - July!,2018-07-13,710117,16577,513
randomfrankp,Razer Goliathus Extended Chroma Mouse Pad Review!,2018-07-08,910714,12918,971
randomfrankp,Cool Tech Under $50 - July!,2018-07-06,823477,22389,4461
randomfrankp,Room Tour Project 133 - Clean & Minimal Setup Edition!,2018-07-01,234200,6969,388
randomfrankp,ULTIMATE Key Switch Comparison - Which is Best for You?,2018-06-30,2962430,58059,3048
randomfrankp,Razer Huntsman Elite Keyboard Unboxing!,2018-06-29,239637,4773,466
randomfrankp,Razer Huntsman Elite Gaming Keyboard Review!,2018-06-28,2270581,59427,3508
randomfrankp,Room Tour Project 132 - BEST Gaming Setups!,2018-06-24,299625,7235,423
randomfrankp,What's On My Phone - Summer 2018!,2018-06-23,51700,1497,240
randomfrankp,What's NEW w/ the Corsair STRAFE & K70 RGB MK. 2 Gaming Keyboards?,2018-06-22,575819,8614,791
randomfrankp,Room Tour Project 131 - LAPTOP Setup Edition!,2018-06-17,691635,11778,617
randomfrankp,New Camera! Random Tech Haul - June! #3,2018-06-16,79458,2685,709
randomfrankp,Play ALL Steam Games on Your Phone!? Steam Link App,2018-06-14,1254651,17799,1445
randomfrankp,Room Tour Project 130 - BEST Gaming Setups!,2018-06-10,265509,5790,447
randomfrankp,"The PSP Go & PS Vita Failed, but I LOVE Them! Handhelds in 2018",2018-06-09,283707,5343,849
randomfrankp,Cool Tech Under $50 - June!,2018-06-02,662467,19470,2366
randomfrankp,Wireless & AFFORDABLE Corsair HS70 Wireless Headset Review,2018-05-31,378670,7538,894
randomfrankp,Room Tour Project 129 - BEST Gaming Setups!,2018-05-27,89553,3033,343
randomfrankp,Gaming at 100” is Pretty Awesome! LG Portable 1080p Projector!,2018-05-26,152768,2868,218
randomfrankp,Room Tour Project 128 - BEST Gaming Setups!,2018-05-20,216488,4347,414
randomfrankp,My IKEA Desk Setup - Your Questions Answered!,2018-05-19,2059024,31280,1342
randomfrankp,Room Tour Project 127 - Budget Setup Edition!,2018-05-13,256350,5114,402
randomfrankp,2018 NEW LG SUPER UHD TV!,2018-05-12,390035,3245,303
randomfrankp,Oculus Go Review! The All-in-one VR Headset,2018-05-09,593858,7239,847
randomfrankp,Cool Tech Under $50 - May!,2018-05-05,2129658,42648,1191
randomfrankp,Another Random Tech Haul - May! #2,2018-05-04,80287,3043,268
randomfrankp,Room Tour Project 126 - BEST Gaming Setups!,2018-04-29,89832,3036,346
randomfrankp,This CHANGES How You Game - Wooting One RGB Keyboard Review!,2018-04-28,112261,2713,291
randomfrankp,The CRAZY $200 Swiftpoint Z Mouse Review!,2018-04-27,146177,3580,380
randomfrankp,Room Tour Project 125 - Clean & Minimal Setup Edition!,2018-04-22,595367,10305,559
randomfrankp,THESE ARE THE BEST GAMING SPEAKERS!!!,2018-04-21,497505,9471,746
randomfrankp,NEW Romer-G? Logitech G513 RGB Gaming Keyboard Review!,2018-04-18,880679,11915,1024
randomfrankp,Room Tour Project 124 - BEST Gaming Setups! Single Monitor Edition,2018-04-15,133351,3849,603
randomfrankp,Room Tour Project 123 - BEST Gaming Setups! ft. BrainBean,2018-04-08,142258,3396,321
randomfrankp,My Favorite Gaming Peripherals!,2018-04-07,599817,14910,880
randomfrankp,Cool Tech Under $50 - April!,2018-04-06,1005925,20604,747
randomfrankp,My Tech EDC! Every Day Carry 2018,2018-04-04,174244,3360,179
randomfrankp,Building A Gaming Setup w/ Razer Blade Stealth + Core V2!,2018-03-31,147182,4833,342
randomfrankp,Remember When Steam Made a Console?,2018-03-30,1554578,25372,3032
randomfrankp,Build Your Dream PC in PC Building Simulator!,2018-03-28,100171,2914,286
randomfrankp,Room Tour Project 122 - BEST Gaming Setups! ft. Optimum Tech,2018-03-25,122387,3592,212
randomfrankp,The Scuf Impact Controller is Different... but Amazing!,2018-03-24,232519,4036,432
randomfrankp,Room Tour Project 121 - BEST Gaming Setups! ft. PC Centric,2018-03-11,116661,3260,259
randomfrankp,Comparison! Razer HyperFlux vs Logitech Powerplay vs Corsair MM1000 & Dark Core,2018-03-10,981419,14763,1159
randomfrankp,FULL Razer HyperFlux Review!  Mamba HyperFlux & Firefly,2018-03-09,111756,2208,258
randomfrankp,Unboxing the Razer HyperFlux - First Impressions!,2018-03-07,100371,2505,294
randomfrankp,Room Tour Project 120 - BEST Gaming Setups!,2018-03-04,255303,5693,368
randomfrankp,Top Tech Under $50 - March!,2018-03-03,464531,10006,466
randomfrankp,This Laptop is POWERFUL for its Size! New LG Gram,2018-03-02,38796,1267,142
randomfrankp,Wow...HyperX Alloy Elite RGB Keyboard Review!,2018-02-25,478970,8753,906
randomfrankp,Room Tour Project 119 - Best Gaming Setups,2018-02-24,98404,3006,331
randomfrankp,This Mouse Has 2 Joysticks? Using a Lexip 3D Gaming Mouse!,2018-02-23,42343,1173,104
randomfrankp,5 Cool Upcoming Tech in 2018!,2018-02-21,58206,2156,111
randomfrankp,Cut the Cord - Corsair K63 Wireless Keyboard Review!,2018-02-19,331724,4897,455
randomfrankp,Room Tour Project 118 - Best Gaming Setups ft. SilencedTech,2018-02-17,95834,2648,245
